"","db","query","order","family","genus"
"518","itis","Chalcomyia",NA,NA,NA
"519","itis","Cothonaspis",NA,NA,NA
"520","itis","Dynatosoma","Diptera","Mycetophilidae","Dynatosoma"
"521","itis","Emphor",NA,NA,NA
"522","itis","Euderces","Coleoptera","Cerambycidae","Euderces"
"523","itis","Geranomyia",NA,NA,"Geranomyia"
"524","itis","Holopyga",NA,NA,NA
"525","itis","Metopia","Diptera","Sarcophagidae","Metopia"
"526","itis","Myocera",NA,NA,NA
"527","itis","Palmodes","Hymenoptera","Sphecidae","Palmodes"
"528","itis","Paranomia",NA,NA,NA
"529","itis","Psilota","Diptera","Syrphidae","Psilota"
"530","itis","Stelidium",NA,NA,NA
"531","itis","Trochilus","Apodiformes","Trochilidae","Trochilus"
"532","itis","Uranotes",NA,NA,NA
"533","itis","Xanthosarus",NA,NA,NA
"534","itis","Amobia","Diptera","Sarcophagidae","Amobia"
"535","itis","Bassus",NA,NA,NA
"536","itis","Blepharipus",NA,NA,"Blepharipus"
"537","itis","Bruchophagus","Hymenoptera","Eurytomidae","Bruchophagus"
"538","itis","Calopteron","Coleoptera","Lycidae","Calopteron"
"539","itis","Centrias",NA,NA,NA
"540","itis","Ceratosoma",NA,NA,NA
"541","itis","Chrysophanus",NA,NA,NA
"542","itis","Euryceromyia",NA,NA,"Euryceromyia"
"543","itis","Gnathosmia",NA,NA,NA
"544","itis","Harmostes","Hemiptera","Rhopalidae","Harmostes"
"545","itis","Lina",NA,NA,NA
"546","itis","Melyris",NA,NA,NA
"547","itis","Opsidia","Diptera","Sarcophagidae","Opsidia"
"548","itis","Perditella",NA,NA,NA
"549","itis","Polidea",NA,NA,NA
"550","itis","Pseudocrabro",NA,NA,"Pseudocrabro"
"551","itis","Psithyrus",NA,NA,"Psithyrus"
"552","itis","Pterochilus",NA,NA,NA
"553","itis","Ptilodexia","Diptera","Tachinidae","Ptilodexia"
"554","itis","Pyrota","Coleoptera","Meloidae","Pyrota"
"555","itis","Rhabdopterus","Coleoptera","Chrysomelidae","Rhabdopterus"
"556","itis","Seymnus",NA,NA,NA
"557","itis","Sinea","Hemiptera","Reduviidae","Sinea"
"558","itis","Stylogaster","Diptera","Conopidae","Stylogaster"
"559","itis","Atrytone","Lepidoptera","Hesperiidae","Atrytone"
"560","itis","Belpharipeza",NA,NA,NA
"561","itis","Boettcheria","Diptera","Sarcophagidae","Boettcheria"
"562","itis","Callimoxys","Coleoptera","Cerambycidae","Callimoxys"
"563","itis","Ceratomyiella",NA,NA,"Ceratomyiella"
"564","itis","Chelonus",NA,NA,NA
"565","itis","Chyliza","Diptera","Psilidae","Chyliza"
"566","itis","Clytochrysus",NA,NA,"Clytochrysus"
"567","itis","Corphyra",NA,NA,NA
"568","itis","Emphoropsis",NA,NA,NA
"569","itis","Entomognathus","Hymenoptera","Crabronidae","Entomognathus"
"570","itis","Euaresta","Diptera","Tephritidae","Euaresta"
"571","itis","Eugnoriste","Diptera","Sciaridae","Eugnoriste"
"572","itis","Euvanessa",NA,NA,NA
"573","itis","Homalomyia",NA,NA,NA
"574","itis","Hylephila","Lepidoptera","Hesperiidae","Hylephila"
"575","itis","Iphiaulax",NA,NA,NA
"576","itis","Limnobaris",NA,NA,NA
"577","itis","Macrodyctium",NA,NA,"Macrodyctium"
"578","itis","Mellota",NA,NA,NA
"579","itis","Milichiella","Diptera","Milichiidae","Milichiella"
"580","itis","Monobia",NA,NA,NA
"581","itis","Nemognatha","Coleoptera","Meloidae","Nemognatha"
"582","itis","Pachybrachys",NA,NA,NA
"583","itis","Phasioclista",NA,NA,"Phasioclista"
"584","itis","Proclitus",NA,NA,NA
"585","itis","Pyractomena","Coleoptera","Lampyridae","Pyractomena"
"586","itis","Rhodobaenus","Coleoptera","Curculionidae","Rhodobaenus"
"587","itis","Toxoneuron",NA,NA,NA
"588","itis","Tropidia",NA,NA,NA
"589","itis","Verbenapis",NA,NA,NA
"590","itis","Xyalosema",NA,NA,NA
"591","itis","Zerene","Lepidoptera","Pieridae","Zerene"
"592","itis","Allognosta","Diptera","Stratiomyidae","Allognosta"
"593","itis","Alypia","Lepidoptera","Noctuidae","Alypia"
"594","itis","Amblyscirtes","Lepidoptera","Hesperiidae","Amblyscirtes"
"595","itis","Aspicera",NA,NA,NA
"596","itis","Attagenus","Coleoptera","Dermestidae","Attagenus"
"597","itis","Bathycetes",NA,NA,NA
"598","itis","Brachystoma","Diptera","Empididae","Brachystoma"
"599","itis","Camptoneura",NA,NA,NA
"600","itis","Celatoria","Diptera","Tachinidae","Celatoria"
